employees_start,new_hires,hiring_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,workforce_growth_pct,hire_to_layoff_ratio,revenue_per_employee,layoff_pct_lag1,employees_start_lag1,revenue_billions_usd_lag1,stock_price_change_pct_lag1,new_hires_lag1,co_AMD,co_Adobe,co_Airbnb,co_Alphabet,co_Amazon,co_Apple,co_Block,co_Intel,co_LinkedIn,co_Lyft,co_Meta,co_Microsoft,co_NVIDIA,co_Netflix,co_Oracle,co_PayPal,co_Pinterest,co_SAP,co_Salesforce,co_Shopify,co_Snap,co_Stripe,co_Tesla,co_Uber,co_X (Twitter)
-0.3345621806187811,-0.3066712816682001,-0.7963880546484878,-0.3967918317055792,1.2556618391986303,0.19306151898622265,1.1326914171634328,-0.3941317112657172,0.9428090415820634,-0.7987339568083834,-0.8586513881910441,-0.5277462577217698,-0.3416467332313079,-0.32836101501179266,-0.34030672226592706,-1.6349547763619818,-0.2861131998135434,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3428246187176764,-0.3066712816682001,-0.7963880546484878,-0.3995106576604503,-0.12374287755367405,-0.18984382700311944,0.7505915452018486,-0.3941317112657172,0.9428090415820634,-0.7941942243839218,-0.8586513881910441,-0.5117149302269771,0.16136354105019668,-0.32836101501179266,-0.3698445882999477,1.2670473456778824,-0.3068182595983529,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3502773378828799,-0.3066712816682001,-0.7963880546484878,-0.3947527122394257,-0.3220598496107146,0.34622365738195965,0.09556319326770339,-0.3941317112657172,0.9428090415820634,-0.7972723132386558,-0.8586513881910441,-0.4529776247886223,0.07785053708943836,-0.33837510543070193,-0.37292680040784554,-0.10297778885979104,-0.3068182595983529,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3576970072956879,-0.2907762973821665,-0.7412199753677012,-0.42919117433446086,1.4804210741966095,0.6525479341734334,-0.39570807068290564,-0.3941317112657172,0.9428090415820634,-0.7168673972655241,-0.7868682588474066,-0.6330750033953281,0.1344751181620656,-0.34740781498855816,-0.36753292921902436,-0.29994625868150127,-0.3068182595983529,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3576970072956879,-0.3066712816682001,-0.7963880546484878,-0.422847247106428,1.3526168033154056,-0.3430059653988563,-0.6140508546609538,-0.3941317112657172,0.9428090415820634,-0.8667591598924501,-0.8586513881910441,-0.5935624214335395,-0.3416467332313079,-0.35640046818473875,-0.4065742825857299,1.490278278142487,-0.28872464879541127,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3709169082539203,-0.2811628360957682,-0.7007633838951243,-0.39883095117173245,-0.6614022240194285,0.26964258818409115,-0.8869793346335142,-0.3941317112657172,0.9428090415820634,-0.6760261023924571,-0.7331367622253087,-0.37637006681372354,1.4127564698448523,-0.35640046818473875,-0.3993824543339684,1.3633430420351627,-0.3068182595983529,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.3676119330143622,-0.23713755315919402,-0.5389370180048167,-0.3727755357708836,1.0793800862590388,0.6525479341734334,-1.1599078146060748,-0.3941317112657172,0.9428090415820634,-0.5171489772818452,-0.5240019574952361,-0.2214029023986232,-0.3416467332313079,-0.37242301285499363,-0.3721562473808711,-0.6369811959319832,-0.2777814340142507,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.35108705681657165,-0.21911231324719715,-0.5039972344603185,-0.36711131503156863,1.171928006552324,0.19306151898622265,-1.2690792065950989,-0.3941317112657172,0.9428090415820634,-0.4829397825717694,-0.4788363216029127,-0.28402856684320477,-0.3416467332313079,-0.3684173766874299,-0.3426183813468504,1.0919642613919176,-0.22766648450507218,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4684136778208845,-0.2990242101903833,-0.7099580637752554,-0.4930835842739338,-0.6834374431368775,-0.26642489620098797,-0.12277959071034518,-0.3941317112657172,-1.0606601717798214,-0.7774486513272401,-0.816808346917315,-0.6622860907742218,1.3238077048748973,-0.4904490825322589,-0.4774651610673795,0.8424708662844179,-0.2923309354846574,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.47006616544066354,-0.29099478513867555,-0.6143333930218918,-0.49013818948948995,-1.216689745779142,0.5759668649755648,-0.013608198721320894,-0.3941317112657172,-1.0606601717798214,-0.5915268716205946,-0.6237359956764317,-0.5825164163777192,1.330034118422794,-0.4905892797981236,-0.4790062671213284,-0.6588665814677288,-0.29811342965879334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
